ID,Created,QA Name,Agent ID,Operation,Customer Account Number,Interaction Number,Interaction Type,Date of Interaction,Time of Interaction,Was the Value of the credit accurate?,How much compensation WAS given by the Agent?,How much compensation SHOULD the Agent have given?,What Credit Code was used?,Was the Credit Code used correctly?,What credit code should have been used?,Were credit rules followed as per Support?,Failure reasons,Commentary for Credit adherence,Appealed?,What was appealed?,Tech M Appeal Comments,Initial Appeal Decision,Reasons for Initial Appeal Outcome Decision,Re-appeal?,Re-appeal comments,Final UK Position,Final UK Position commentary,Object ID/Title of Process,What have we amended from orignal audit?,Created_Date,Credit_given,Credit_Amount_Correct
1792,03/02/2025 14:48,employee_5,86328,Billing,961045190,a656f67c-972f-4748-b5ed-7415bb52a662,Voice,24/01/2025,09:42:47,Yes,7.99,7.99,B2C-Poor customer service - GW,yes,B2C-Poor customer service - GW,Yes,"[""N/A - No Fails""]","Scenario: 

Customer wanted to know about the charges on the account. She accepted the charges but not for paramount. She had never used it and nor knew what it was for. The agent explained what this was for and the cost. The customer asked for this to be removed and the agent confirmed this was now deactivated. The agent explains this was free for the first year as the customer did not know why this was. The customer is not happy at the charge for paramount as she is on maternity leave. As a gwg the agent credits this for one month


Was the value of the credit accurate?

£7.99 Was Given
£7.99 Should Have been given. 
Answer: yes

Template:

Are we aligned or not aligned with the applied credit?. 
Aligned.

Is there a support article that supports the credit being applied?

Service Credit Empowerment (Services)
Last updated 22/05/2023
Object ID 127888

Which part of the article supports the decision?
Using decision matrix – The GWG credit amount offered shouldn’t exceed £20.

If unaligned, what aspect was unaligned?
N/A

Was any empowerment used?
Complaint language",No,,,,,,,,,,,03/02/2025,7.99,7.99
1793,03/02/2025 15:00,employee_5,79870,Billing,961368215,22123509-be6b-45ee-8cf0-48a1c761d161,Webchat,24/01/2025,01:30:28,Yes,20.27,20.27,B2C-Credit for Out Of Bundle,yes,B2C-Credit for Out Of Bundle,Yes,"[""N/A - No Fails""]","Scenario: 

Customer has a high bill and they are looking for more information on this. The agent explains there is a roaming pass which the cusotmer is aware of however there is also charges for data use out of the allowances as well as for making calls whilst abroad. The customer states they went by ferry and from here the argent explains about maritime charging which was not aware of. The agent offers 50% of the charges at £20.27 whcih the customer accepts. 


Was the value of the credit accurate?

£20.27 Was Given
£20.27 Should Have been given. 
Answer: yes

Template:

Are we aligned or not aligned with the applied credit?. 
Aligned.

Is there a support article that supports the credit being applied?

Managing billing disputes (Amdocs B2C)
Last updated 29/04/2024
Object ID 208119

Which part of the article supports the decision?
Step1: Negotiate and offer up to 50% of disputed amount

If unaligned, what aspect was unaligned?
N/A

Was any empowerment used?
N/A",No,,,,,,,,,,,03/02/2025,20.27,20.27
1794,03/02/2025 17:39,employee_1,80577,Complaints,100450533,415abf92-9cd4-43f4-986b-bd7dc4ac20c3,Voice,02/02/2025,09:16:56,Yes,28.05,28.05,B2C-Poor customer service - GW,yes,B2C-Poor customer service - GW,Yes,"[""N/A - No Fails""]","Scenario - Customer has had no access to services whilst abroad and is not happy to pay his bill.

Aligned with the credit as per support. 

Support Article - Managing billing disputes (Amdocs B2C)Last updated 16/01/2025
Object ID 208119

Support Evidence - First time dispute - no credit previously offered under the OOB code.
OOB charges between £10.01 - £60	Step1: Negotiate and offer up to 50% of disputed amount
Step 2: If the customer doesn't agree, offer a one-off credit up to £60 of the disputed amount	

It is clear from the customers credit history that we have never applied a credit under the OOB code. So therefore, this can be offered as a full credit to cover the outstanding amount in this instance with no negotiation.

However, the agent has applied the credit under the credit code B2C-Poor customer service GW. This is the incorrect code. By not documenting this correctly under the correct code B2C-Credit for Out Of Bundle, if the customer ever has another issue in future where they require OOB credit, the agent will give further credit because there has been no OOB code used and the process specifically states it can be offered if not offered previously.",Yes,"[""Credit Code accuracy""]","Customer is disputing that he was not able to use the service abroad for 2 weeks and is not willing to pay the bill for the month as he didn’t get service.  Customer was not only disputing the OOB charges but also the monthly LR as he was not able to use the services abroad. The credit that was offered was not for the OOB charges but for the LR for which the customer was not willing to pay. Customer had multiple complaints on the account and credit was offered as goodwill, customer was upset and he was screaming on call, so considering the customer experience the credit was applied under goodwill code.",Overturned,"Synopsis
Customer wanting to dispute charges and his use of services while abroad. As per the notes the credit was given to resolve the complaint to protect the future customer experience. The account only has complaints relating to network issues. 

Overturn
Code Adherence

Reason for overturn
GW credit in line with limit within CRT, protect the future experience.",,,,,,,03/02/2025,28.05,28.05
1795,05/02/2025 16:14,employee_12,89407,Complaints,987305154,c369951a-3d05-473c-bf38-5078ad533acc,Voice,01/02/2025,12:16:27,No,65.98,0,B2C-Account Not Closed,no - wrong code used,Credit/Credit Code should not have been used,No,"[""Proactively offered credit "",""Credit provided when no credit was due""]","Scenario - The customer is disputing their bills.  This is a combination of their unpaid bill in Aug 24 & their final bill in Sep 24.
The customer states as they have cancelled they have paid everything and they shouldn’t need to pay this.
The agent should have explained the above to the customer, as the Aug bill was already outstanding when the cancellation request was placed.

The agent has offered to waive the bill & applied a credit under ‘Account not cancelled’, however there was no failure by us regarding the cancellation, this has been actioned and the bills are correct.

Not aligned with the credit as per support. 

Support Article - Account not ceased as expected (Amdocs B2C - CRT and Manage), Last updated 03/02/2025, Object ID 226711

Support evidence - 
The account was ceased as expected, no action required to apply a credit under ‘Account not cancelled’
The bills from Aug & Sep 24 should have been explained to the customer as justified.",No,,,,,,,,,,,05/02/2025,65.98,0.0
1796,05/02/2025 17:30,employee_1,74973,Manage,988134352,5c8df3d0-a43d-4923-872e-3db5f12d2e85,Voice,02/02/2025,09:37:13,Yes,111.32,111.32,B2C-Account Not Closed,yes,B2C-Account Not Closed,Yes,"[""N/A - No Fails""]","Scenario - Customer has complained about a balance on the account after returning their device and cancelling the contract +1 year prior.

Aligned with the credit as per support. 

Support Article - Coverage Policy (Amdocs B2C - Tech team, Reconnect Team & Complaints)Last updated 29/04/2024
Object ID 219807

Support Evidence - Customer had a contract for 4G Plus Home Broadband. As per support ""Customers with a dongle, Mi-Fi or 4G Home device don't need to return the device.""

Despite the customer talking about returning their device in January 2024, this is irrelevant since it is not necessary. 
Agents who have had interactions with the customer have also referred to the fact that there is no notes and no evidence of the customer having been offered a FOC cancellation and so it cant be honoured. However, if we look at complaint case: 240124101835852 - there are notes from 24/01/2024 ""Informed the cx that since the services haven't been working we will help
cx wasn't happy with the services not working for a year a more so offered cancellation ,
cx was further upset offered waiver but the cx denies to pay so offered complete waiver""

I have considered the credit offered by the agent - £111.32 and I am aligned with both the amount and code used. It is correct because the account should have been closed as agreed and following process back in January 2024. It was not. So the correct action was to close the account and clear the outstanding balance, because there is clear evidence it was previously offered.",No,,,,,,,,,,,05/02/2025,111.32,111.32
1797,06/02/2025 10:07,employee_2,95370,Airtime Payment Support,101183135,43d47adb-51fc-4bcd-9a20-90df9adec5b4,Voice,04/02/2025,10:19:23,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  Customer thought that they'd set their DDI for AT back up in January 2025 but the system didn't seem to implement this correctly and as a result, the customer was charged for the non-DDI fee. Customer disputes this on the call and agent applies the credit.

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’ 

Empowerment used – N/A.",No,,,,,,,,,,,06/02/2025,4.17,4.17
1798,06/02/2025 10:16,employee_1,63647,Complaints,983009820,607bfced-66f4-4936-8902-00ebc87f7ad6,Voice,02/02/2025,10:39:24,Yes,121.55,121.55,B2C-Account Not Closed,yes,B2C-Account Not Closed,Yes,"[""N/A - No Fails""]","Scenario - Customer was offered a free cancellation due to network issues

Aligned with the credit as per support. 

Support Article - Account not ceased as expected (Amdocs B2C - CRT and Manage)
Last updated 03/02/2025
Object ID 226711

Support Evidence - 

As per 15/10/2024 - ""offered foc cancellation""

The customer claims they called to cease, and evidence of the cease request was found on the account

If there's evidence on the account that the customer contacted us to cease their contract, but the account wasn't closed. For CRT advisors, follow this process to cease the account

For Manage advisors, follow this process to cease the account: How to raise a cease order

Tell them:
Normally we need 30 days' notice to close the account. Three wants to ensure you leave us on good terms. As a gesture of goodwill, I've raised a request for your account to be cancelled without any notice period.

Note: If you can see clear evidence that the customer was offered free of charge cancellation when they requested to cancel their account, you must uphold this offer and make sure the customer has no ETF to pay.",No,,,,,,,,,,,06/02/2025,121.55,121.55
1799,06/02/2025 10:19,employee_17,88341,Airtime Payment Support,986727617,94b0f075-b8ce-46f1-a07e-485b1ee014f4,Voice,01/02/2025,11:45:18,Yes,5,5,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  

The customer requested that the £5 non DD charge be removed. The advisor removed the charge and advised this was a one off waiver.   

Aligned/Unaligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’ 

Empowerment used – N/A.",No,,,,,,,,,,,06/02/2025,5.0,5.0
1800,06/02/2025 10:21,employee_2,83175,Airtime Payment Support,105902808,8b73ed31-c82a-4ebd-b047-c39f3c60653c,Voice,04/02/2025,17:02:15,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  Customer expressed dissatisfaction about the DDI charge. Credit was applied as per support.

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’ 

Empowerment used – N/A.",No,,,,,,,,,,,06/02/2025,4.17,4.17
1801,06/02/2025 10:37,employee_3,64327,Complaints,961578548,f3771b38-6a48-4a24-b2df-05fd293c2627,Webchat,01/02/2025,12:28.5,Yes,50,50,B2C-Account Not Closed,no - wrong code used,B2C-Poor customer service - GW,Yes,"[""N/A - No Fails""]","Scenario
Customer claims to have cancelled in December 2024 and the account is still active, there is no evidence that the customer requested to cancel. With usage on the account, customer refuses 30 day notice and BAU process is unlocked for CRT.

Aligned with the credit

Support Article
Account not ceased as expected (Amdocs B2C - CRT and Manage)
Last updated 03/02/2025
Object ID 226711

Support Evidence
If there is usage on the account:
Explain to the customer they will need to give their 30 days notice.
If you’re a CRT advisor, follow Cease a contract (Voice, MBB/HBB Retention - Amdocs B2C) process
If the customer doesn't agree, follow the BAU process.

Empowerment Used - N/A (Correctly - Repeat calls + Trigger words)",No,,,,,,,,,,,06/02/2025,50.0,50.0
1802,06/02/2025 10:44,employee_17,92609,Airtime Payment Support,939198585,9437ba5a-99d2-4636-abc8-8f4f99270514,Voice,01/02/2025,15:38:05,Yes,5,5,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  

The customer requested that the £5 non DD charge be removed. The advisor removed the charge and advised this was a one off waiver.   

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’ 

Empowerment used – N/A.",No,,,,,,,,,,,06/02/2025,5.0,5.0
1803,06/02/2025 10:48,employee_2,95370,Airtime Payment Support,110675517,00d330a4-cd53-4e96-a50d-cdbfa009a948,Voice,04/02/2025,10:10:57,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  Customer doesn't understand their bill and is highly dissatisfied that their bill is never the price she thinks it is. She claims the £5 charge for non-DDI fee is illegal and explains she'll escalate it if nothing is done about the charge. Agent takes TL permission to apply the credit.

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’ 

Empowerment used – N/A.",No,,,,,,,,,,,06/02/2025,4.17,4.17
1804,06/02/2025 10:58,employee_17,88341,Airtime Payment Support,933628765,f43e920e-ae61-4fbd-a09e-fa21cb89cc1a,Voice,01/02/2025,12:35:16,Yes,5,5,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  

The customer requested that the £5 non DD charge be removed as they believed the DD was set up on the account already and advised they hadn’t cancelled this. The advisor removed the charge and advised this was a one off waiver.   

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’",No,,,,,,,,,,,06/02/2025,5.0,5.0
1805,06/02/2025 11:03,employee_2,94039,Airtime Payment Support,119904528,312617f6-190a-42f5-83f6-e1081e2c2479,Voice,04/02/2025,12:02:08,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  Customer expressed dissatisfaction about the DDI charge due to the fact he had issues with his MBB service. Customer explained they would pay the outstanding bill if this could be removed. Agent removes charge and advises of conditions.

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’ 

Empowerment used – N/A.",No,,,,,,,,,,,06/02/2025,4.17,4.17
1806,06/02/2025 11:32,employee_2,94027,Airtime Payment Support,120322409,1e0eb718-53be-4928-a1c1-f3b989fdebfb,Voice,04/02/2025,11:17:07,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  Customer expressed dissatisfaction about the DDI charge. Credit was applied after obtaining TL permission with customer being advised it was a one-off and if he didn't keep the account on DDI, he'd be charged the fee again.

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’ 

Empowerment used – N/A.",No,,,,,,,,,,,06/02/2025,4.17,4.17
1807,06/02/2025 13:27,employee_12,45234,Complaints,107632257,f5f48c81-10c1-4779-9b59-08074d4a355f,Voice,01/02/2025,12:28:22,No,110,50,B2C-Poor customer service - GW,yes,B2C-Poor customer service - GW,Yes,"[""Above credit thresholds - Gave customer too much credit""]","Scenario - The customer initially contacted to query bills, and specifically that they called 05/01/25 to cancel Paramount + and were told this would be done, but this is on another bill.
Payment support should have supported this call better, but have passed this to CRT as the customer was complaining about this.
CRT have offered £50 GW to cover issues with Paramount + not being removed from the bill, with a further £60 GW “as she claims she can’t afford to make payment for such huge bill and has been going through issues to pay due to our extra charges”

Not aligned with the credit as per support. 

Support Article - Goodwill Empowerment (Amdocs B2C - CRT), Last updated 11/07/2024, Object ID 261220


Support evidence - 
If you’ve followed the relevant process for why the customer is complaining, but the customer remains unhappy, you can offer a goodwill credit in the below scenarios:
•	Trigger words: When a customer is using trigger words that indicates that there may be further escalation i.e Ombudsman, ELT, Social Media, Legal, Court, Citizens Advice, Trading Standards and Press.
•	Repeat Calls: If a customer is repeatedly calling the Contact Centre with their issue remaining unresolved and this is detrimentally impacting experience.
•	Protect future customer experience: To acknowledge a poor customer experience that a customer has had with us that may impact their image of our brand and impact our reputation.
•	Customer service failings: When we have clearly let a customer down by not following the correct process or not applying the correct actions when expected.
It’s always important that our initial priority is resolving any customer issue. Goodwill should be offered over and above a resolution to acknowledge customer experience.

The Amdocs notes state they negotiated £50 GW for the issue with paramount plus showing again on the customers bill after the contact at the start of Jan 25 to cancel this. I agree this could be justified as there were trigger words & customer has called us again believing we have not acted on the instruction before for Paramount + cancellation.

A further £60 has been offered with the justification for this to help the customer as they are struggling with their bills.  Customer said they has been billed incorrectly with us taking payment twice. This is not part of the GW process for us to offer financial help. GW should be offered to acknowledge customer service failings. 

Any billing queries should have been investigated/explained further.
The agent should have supported the customer to get a better understanding of the breakdown of their bills, confirm when the believe we took 2 payments, establish if they are using both lines on the account etc. Customer said they have issues with reading and writing, therefore they may not be familiar with the information contained on the bill.

Various flashes for medical conditions & the domestic violence flash added 01/02/25, this could suggest that a Wellness call for further discussions with the customer could have been more appropriate than the offer of credit.",No,,,,,,,,,,,06/02/2025,110.0,50.0
1808,06/02/2025 15:52,employee_3,53830,Complaints,932393662,7c19761c-bd2b-413d-953d-96f7bae8069c,Webchat,01/02/2025,17:48:00,No,194.5,50,B2C-Poor customer service - GW,yes,B2C-Poor customer service - GW,Yes,"[""Above credit thresholds - Gave customer too much credit""]","Scenario
Customer unhappy with the Apple OOW process and awaiting refund for 50% of the paid amount, the customer is a DF account holder.

Unaligned with the credit as per support.

Support Article
Apple OOW Reimbursement process (Amdocs B2C - Email Management)

Support Evidence
Apple OOW refund process should not be offered to Three Your Way/Device Finance customers with separate device and airtime contracts.
This should only be reactively offered to migrated customers whose device and plan are together (24-month contract) and outside of 12 months but within 24 months of purchase (Tri Colour Plans).

Empowerment Used - Abused/Against Process.",Yes,"[""Credit Adherence accuracy"",""Credit Code accuracy"",""Credit Value accuracy""]","Customer was given misinformation by agent on 22/02/24 to send genius bar report to get refund for the device cost. As this was incorrect information from the CC credit can be provided under Goodwill policy, ""Customer service failings: When we have clearly let a customer down by not following the correct process or not applying the correct actions when expected"" . The customer has called multiple times and has used trigger words like “Court’ as well. There are notes and interaction from managers on the account approving the credit to be applied and refunded. Hence the credit provided is valid, code user is correct and process followed as per GWG credit",Remains Unjustified,"Synopsis: 
Customer given Apple OOW credit for a DF account, which is against process. Customer called on 22/12/2024 (4e0e61db-c085-40a9-a0aa-f79f3a7d7bea) to find out his rights due to a device fault where a CRT agent provided wrong information about Three covering the second year on Apple Devices for this plan type.

Overturn
Credit Adherence
Code Adherence

Remains Unjustified
Value Adherence

Reasons for overturn: Customer was told mis-information about Apple OOW, correct process followed

Failures:
CRT Agent applied GW above written limits (£50 max) as per the support article, Goodwill Empowerment (Amdocs B2C - CRT). Credit should have been applied by CRT TOM as credit was above CRT advisor and CRT TL limits.",,,,,,,06/02/2025,194.5,50.0
1809,06/02/2025 16:06,employee_12,15446,Complaints,105087332,9822d988-ff78-461b-a739-9f2f94332ff9,Voice,02/02/2025,11:06:30,Yes,14.71,14.71,B2C-Account Not Closed,yes,B2C-Account Not Closed,Yes,"[""N/A - No Fails""]","Scenario – Customer had cancelled multiple accounts due to coverage issues (home move). We previously actioned cancellation for 3 or 4 account, but a PAC had been issued for 1 of the accounts which the customer believes they didn’t ask for. As the account has remained active, we have now applied an Account Not Closed credit to cover the current balance.  

Aligned with the credit as per support. 

Support Article - Account not ceased as expected (Amdocs B2C - CRT and Manage), Last updated 03/02/2025
Object ID 226711


Support evidence – 

A PAC/STAC/COO was requested by customer but not used, 

If the customer is asking for compensation or to have a previous bill waived. Offer to waive their bills for up to 1 month

Apply credit on the account using credit reason code B2C-Account not closed.",No,,,,,,,,,,,06/02/2025,14.71,14.71
1810,07/02/2025 10:51,employee_1,51759,Complaints,987982962,b917a3fd-f7cb-4fbb-9273-ff6900797bd0,Voice,01/02/2025,15:39:40,Yes,48,48,B2C-Account Not Closed,yes,B2C-Account Not Closed,Yes,"[""N/A - No Fails""]","Scenario - Customer complained he was unsure why his contract price went up in cost. He also had issues with the router. 

Aligned with the credit as per support. 

Support Article - Returns and Exchanges (Amdocs B2C - Rest of CC)Last updated 23/01/2025
Object ID 224589

Support Evidence - 

Customer was offered a FOC cancellation. The reason for it was because the device was damaged and the customer was not happy to pay. An exchange was done and then a further return and cancellation. It was to be cancelled on 06/02/25 - the credit that was applied was to cover the cost of the cancellation - £48 Upon receipt of the device, the contract was cancelled and credit applied as agreed.",No,,,,,,,,,,,07/02/2025,48.0,48.0
1811,07/02/2025 14:29,employee_12,87242,Complaints,100733008,a111bee3-db86-49e8-9116-28a4e5a6ae6a,Webchat,03/02/2025,13:50:44,Yes,10,10,B2C-Poor customer service - GW,yes,B2C-Poor customer service - GW,Yes,"[""N/A - No Fails""]","Scenario – Customer faced issues whilst roaming, unable to use services. Agent suggested this was due to spend cap/credit limit.  Amounts updated, customer requested compensation, £5 offered, customer asked per line, agent confirmed £10 GW credit to be applied.

Aligned with the credit as per support. 

Support Article - Goodwill Empowerment (Amdocs B2C - CRT), Last updated 11/07/2024, Object ID 261220


Support evidence – 

If you’ve followed the relevant process for why the customer is complaining, but the customer remains unhappy, you can offer a goodwill credit in the below scenarios:

Protect future customer experience: To acknowledge a poor customer experience that a customer has had with us that may impact their image of our brand and impact our reputation.",No,,,,,,,,,,,07/02/2025,10.0,10.0
1812,07/02/2025 15:51,employee_3,90246,Complaints,982525188,7fed19b6-4432-491d-b4ee-179984d20410,Voice,04/02/2025,10:16:15,Yes,500,500,B2C-Account Not Closed,yes,B2C-Account Not Closed,Yes,"[""N/A - No Fails""]","Scenario
Customer contact as their account is not closed as expected, they claimed to have cancelled the account in store in December 2022.

Aligned with the credit

Support Article -
Account not ceased as expected (Amdocs B2C - CRT and Manage)
Last updated 03/02/2025
Object ID 226711

Support Evidence - 
If there is no usage on the account: Check the date when customer claimed to cancel and select start date 30 days after this date (this is to include their 30 days notice). In the end date, enter today’s date.
For example, if customer claims to have gone to the store to cancel on 30 April, the start date you would select will be 30 May
Enter the customers MRC and click submit.
Use the amount from Account Level Credit or Charge (Including VAT).
Apply credit on the account using credit reason code B2C-Account not closed.

Empowerment Used - N/A",No,,,,,,,,,,,07/02/2025,500.0,500.0
1813,07/02/2025 16:46,employee_12,74973,Complaints,985253350,7d517ee4-8ad7-4bbf-8f9e-1911e126ccb9,Voice,05/02/2025,11:04:07,Yes,25.71,25.71,B2C-Account Not Closed,yes,B2C-Account Not Closed,Yes,"[""N/A - No Fails""]","Scenario – Customer had mentioned cease request in October but this wasn’t actioned, unclear why based on the Amdocs notes. This was then completed on the call in November.  Customer has therefore received an extra bill due to the cancellation not complete on 1st contact.
Account Not closed credit applied to zero account

Aligned with the credit as per support. 

Support Article - Account not ceased as expected (Amdocs B2C - CRT and Manage), Last updated 03/02/2025, Object ID 226711



Support evidence – 
•	Use the credit code B2C - Account Not Closed
•	The credit needs to be applied on the day the account is closed
•	The credit should be applied as an account level credit",No,,,,,,,,,,,07/02/2025,25.71,25.71
1814,10/02/2025 10:35,employee_1,78130,Manage,987411178,fb3ec638-50dd-43fa-8cd8-2bff61b3ecdf,Webchat,03/02/2025,17:30:57,Yes,39.3,39.3,B2C-Account Not Closed,yes,B2C-Account Not Closed,Yes,"[""N/A - No Fails""]","Scenario - Customer had further charges despite cancelling their account in Nov.

Aligned with the credit as per support. 

Support Article - Account not ceased as expected (Amdocs B2C - CRT and Manage)Last updated 03/02/2025
Object ID 226711

Support Evidence - 
The customer claims they called to cease the contract, but there is no evidence on the account

No - Customer is outside their contract term
If there is usage on the account:
Explain to the customer they will need to give their 30 days notice.
If you’re a CRT advisor, follow Cease a contract (Voice, MBB/HBB Retention - Amdocs B2C) process
If the customer doesn't agree, follow the BAU process.

If you’re a Manage advisor, cease the account by following the How to raise a cease order process
Tell them:
We need 30 days' notice to close the account. I've raised a request for your account to be cancelled with the notice period.

If the customer doesn’t agree, escalate it to your team leader. Do not transfer to CRT.

Although there was usage on the account, and technically does not fall into the above category. Considering the customers situation which was that they had actually cancelled their account however there was a dual SIM and the other SIM was being used, but the customer hadn't understood this because no one told them about it. So when they switched over to Vodafone, they hadn't realised the other SIM was still being used because it was still the same phone. I agree that the agent should be using their empowerment and preventing escalation of the complaint because the customer mentioned going to the OMB.

Crediting to cover the balance was the correct action.",No,,,,,,,,,,,10/02/2025,39.3,39.3
1815,10/02/2025 11:06,employee_12,85370,Complaints,100999472,3f296109-c03e-4fc3-8268-99444ec0c9bd,Voice,04/02/2025,19:01:09,Yes,38.89,38.89,B2C-Account Not Closed,yes,B2C-Account Not Closed,Yes,"[""N/A - No Fails""]","Scenario - The customer has faced problems with account cancellation not completed correctly in June & Sept. Customer believed they had paid their final bill as they thought cancellation was completed in June. 
The customer was advised there would be no further bills to pay when they contacted us previously, therefore agent has applied an Account Not Closed Credit.

Aligned with the credit as per support. 

Support Article - Account not ceased as expected (Amdocs B2C - CRT and Manage), Last updated 03/02/2025, Object ID 226711

Support evidence - 
Agent has added a credit to bring the account to zero as the previous closure was no immediate cease.
•	Use the credit code B2C - Account Not Closed",No,,,,,,,,,,,10/02/2025,38.89,38.89
1816,10/02/2025 14:04,employee_3,69010,Complaints,986042914,3f2b5854-9cfe-4119-9137-18cc043da92b,Voice,06/02/2025,10:36:42,No,60,0,B2C-Poor customer service - GW,no - wrong code used,B2C-Non-dd fee credit,No,"[""Credit provided when no credit was due"",""CRT ONLY - Agent empowerment abused ""]","Scenario
Account holder passes the phone to her son who is an authorized contact wanting to set up a DD in his name, even though his mum is the account holder for his contract with 3. We are unable to do this as per process, TL creates an 'Exception' crediting £60 GW for a DD fee (which has been given before in the past on the account) the GW is given in advance for a DD fee for a year for charges not yet billed.

Unaligned with the credit as per process. - Credit provided when not due, abuse of empowerment.

Support Article - Managing payment details (Amdocs B2C)
Last updated 29/01/2025
Object ID 213795

Support Evidence - Only the account holder can set up a Direct Debit using a bank account which:
Is registered in their name, or is a joint account which requires 1 signatory

Empowerment Used - Against Process (Abused)",No,,,,,,,,,,,10/02/2025,60.0,0.0
1817,10/02/2025 14:27,employee_16,62850,Billing,100136614,da12f627-10a5-47b9-bbef-aed127da7252,Webchat,08/02/2025,00:21:05,Yes,7,7,B2C-Credit for Out Of Bundle,yes,B2C-Credit for Out Of Bundle,Yes,"[""N/A - No Fails""]","Scenario: The customer was not happy their bill was higher than usual, they had OOB charges and the agent explained each of them. One is from Apple. The OOB was £7, the agent offered a one off credit and customer accepted it. 


Is there a support article that supports the credit being applied?
''Managing billing disputes (Amdocs B2C)''
 
Support evidence - 
''OOB charges up to £10	Offer full refund without negotiating.	OOB/ETB charge: £3
Eligible refund: £3
Code to be used: B2C-Credit for Out Of Bundle''


If unaligned, what aspect was unaligned?
N/A

Empowerment Used -
N/A",No,,,,,,,,,,,10/02/2025,7.0,7.0
1818,10/02/2025 14:36,employee_16,81226,Billing,955110857,963fc23e-ab9a-4618-91e9-227719b81e90,Webchat,08/02/2025,00:30:23,Yes,5,5,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario: The customer wasn't happy about as they had a fee for the DD cancelling again. The customer said they can't afford £20 a month. The agent explained the fees, how to set up a new DD. The agent offered one off £5 on dd fee and customer accepted.

Are we aligned or not aligned with the applied credit?
Agent was aligned as per support
 
Is there a support article that supports the credit being applied?
''Managing recurring payment discount disputes (Amdocs – B2C)''
 
Support evidence - 
''Offer the customer £5 credit to their account.

If the customer accepts the offer, apply the £5 credit using the one-off charge code: B2C - Non-DD fee credit.
Conditions: First time disputing for recurring payment discount''


If unaligned, what aspect was unaligned?
N/A

Empowerment Used -
N/A",No,,,,,,,,,,,10/02/2025,5.0,5.0
1819,10/02/2025 14:37,employee_3,30392,Complaints,939458769,70567d03-4a67-478d-b4f7-8596f349e5c4,Webchat,03/02/2025,14:08:27,Yes,95.88,95.88,B2C-Poor customer service - GW,yes,B2C-Poor customer service - GW,Yes,"[""N/A - No Fails""]","Scenario 
Customer claims to have been mis-sold Paramount+, customer has been through the process and SET investigation provided evidence that mis-selling was established on sale call: 0e292627-b464-4968-83cb-bd5f47a342a5. Unable to add the add-on, resolution given was to apply the chargeable Paramount+ and then Credit for the 12 months tenure for the add-on.

Aligned with the credit - Given the assumption that the customer keeps the add-on for the 12 months.

Support Article - Goodwill Empowerment (Amdocs B2C - CRT)
Last updated 11/07/2024
Object ID 261220

Support Evidence - Protect future customer experience: To acknowledge a poor customer experience that a customer has had with us that may impact their image of our brand and impact our reputation.

Customer service failings: When we have clearly let a customer down by not following the correct process or not applying the correct actions when expected.

Empowerment Used - N/A (Correctly)",No,,,,,,,,,,,10/02/2025,95.88,95.88
